link_id,t_min,avg_weekday_speed_mph,length_mi,lanes,avg_weekday_flow_veh_per_hr_lane
715947,0,66.7,0.5,3,677.0
715947,15,66.6,0.5,3,646.0
715947,30,66.3,0.5,3,569.0
715947,45,65.9,0.5,3,518.0
715947,60,66.2,0.5,3,478.0
715947,75,65.4,0.5,3,444.0
715947,90,65.2,0.5,3,409.0
715947,105,65.1,0.5,3,399.0
715947,120,65.6,0.5,3,385.0
715947,135,65.4,0.5,3,379.0
715947,150,65.3,0.5,3,377.0
715947,165,64.9,0.5,3,372.0
715947,180,64.5,0.5,3,350.0
715947,195,64.5,0.5,3,381.0
715947,210,65.0,0.5,3,431.0
715947,225,65.3,0.5,3,457.0
715947,240,64.8,0.5,3,471.0
715947,255,65.3,0.5,3,614.0
715947,270,66.3,0.5,3,792.0
715947,285,66.3,0.5,3,898.0
715947,300,66.8,0.5,3,986.0
715947,315,67.1,0.5,3,1294.0
715947,330,66.3,0.5,3,1534.0
715947,345,65.5,0.5,3,1587.0
715947,360,63.3,0.5,3,1430.0
715947,375,62.2,0.5,3,1567.0
715947,390,61.4,0.5,3,1620.0
715947,405,60.1,0.5,3,1643.0
715947,420,59.6,0.5,3,1615.0
715947,435,57.4,0.5,3,1644.0
715947,450,54.1,0.5,3,1615.0
715947,465,53.8,0.5,3,1569.0
715947,480,55.9,0.5,3,1534.0
715947,495,58.0,0.5,3,1533.0
715947,510,60.4,0.5,3,1504.0
715947,525,61.6,0.5,3,1488.0
715947,540,61.2,0.5,3,1470.0
715947,555,59.7,0.5,3,1521.0
715947,570,58.5,0.5,3,1554.0
715947,585,57.5,0.5,3,1565.0
715947,600,56.2,0.5,3,1568.0
715947,615,54.8,0.5,3,1610.0
715947,630,53.6,0.5,3,1614.0
715947,645,52.4,0.5,3,1589.0
715947,660,51.2,0.5,3,1598.0
715947,675,50.2,0.5,3,1593.0
715947,690,49.2,0.5,3,1598.0
715947,705,48.6,0.5,3,1603.0
715947,720,48.5,0.5,3,1592.0
715947,735,46.9,0.5,3,1572.0
715947,750,45.1,0.5,3,1549.0
715947,765,43.8,0.5,3,1533.0
